processing,inference,nms,experiment_time,batch_size
16.091346740722656,757.2855949401855,0.6592273712158203,774.457126,1
43.4870719909668,3833.794116973877,6.094455718994141,3909.078695,5
18.618106842041016,3871.4005947113037,1.453399658203125,3909.078695,5
43.11227798461914,3858.19149017334,0.9467601776123047,3909.078695,5
14.45627212524414,3890.062093734741,2.7430057525634766,3909.078695,5
96.42601013183594,3810.9352588653564,0.8614063262939453,3909.078695,5
45.972347259521484,7159.519672393799,24.37281608581543,7781.43351,10
33.35857391357422,7413.613319396973,1.0552406311035156,7781.43351,10
95.50642967224121,7467.531442642212,9.193897247314453,7781.43351,10
98.0234146118164,7520.719528198242,2.7527809143066406,7781.43351,10
252.3500919342041,7383.941888809204,0.7848739624023438,7781.43351,10
44.31462287902832,7621.5784549713135,1.1975765228271484,7781.43351,10
91.76778793334961,7625.957727432251,1.3566017150878906,7781.43351,10
94.482421875,7615.072727203369,13.856649398803711,7781.43351,10
143.75710487365723,7610.279083251953,1.0707378387451172,7781.43351,10
27.933359146118164,7752.057313919067,0.7340908050537109,7781.43351,10
37.15324401855469,10699.985980987549,22.939443588256836,11827.817856,15
314.8987293243408,10909.632444381714,53.04694175720215,11827.817856,15
214.4463062286377,11061.466455459595,1.6219615936279297,11827.817856,15
174.67665672302246,11228.13105583191,0.7226467132568359,11827.817856,15
228.46341133117676,11270.80225944519,2.2804737091064453,11827.817856,15
56.973934173583984,11544.21591758728,9.33384895324707,11827.817856,15
78.61804962158203,11530.929327011108,5.361795425415039,11827.817856,15
88.28306198120117,11530.789852142334,8.487462997436523,11827.817856,15
203.17602157592773,11452.969789505005,3.4532546997070312,11827.817856,15
112.13374137878418,11576.001167297363,6.277561187744141,11827.817856,15
28.322935104370117,11723.814010620117,1.8146038055419922,11827.817856,15
637.6724243164062,11139.951705932617,1.8761157989501953,11827.817856,15
350.24333000183105,11446.764469146729,5.383729934692383,11827.817856,15
359.47394371032715,11445.315837860107,0.9620189666748047,11827.817856,15
632.279634475708,11177.772283554077,0.9038448333740234,11827.817856,15
97.03826904296875,14234.438419342041,53.19571495056152,15951.149172,20
189.8791790008545,14402.215719223022,61.888933181762695,15951.149172,20
296.1554527282715,14530.7137966156,51.85055732727051,15951.149172,20
165.11082649230957,15013.226985931396,13.459205627441406,15951.149172,20
119.41266059875488,15157.008409500122,14.650344848632812,15951.149172,20
46.7221736907959,15238.263607025146,28.624296188354492,15951.149172,20
161.1196994781494,15246.585607528687,1.18255615234375,15951.149172,20
156.27098083496094,15296.296119689941,0.9067058563232422,15951.149172,20
49.54361915588379,15511.24882698059,2.1665096282958984,15951.149172,20
84.27810668945312,15607.227087020874,20.000696182250977,15951.149172,20
754.5616626739502,14932.703018188477,45.39823532104492,15951.149172,20
185.81795692443848,15577.590227127075,3.8542747497558594,15951.149172,20
205.427885055542,15670.90129852295,19.118070602416992,15951.149172,20
300.8298873901367,15563.60149383545,24.353742599487305,15951.149172,20
426.1758327484131,15456.90369606018,7.002353668212891,15951.149172,20
286.61251068115234,15592.642784118652,12.905597686767578,15951.149172,20
723.6437797546387,15167.814493179321,9.205341339111328,15951.149172,20
396.10791206359863,15518.8307762146,9.248495101928711,15951.149172,20
214.33043479919434,15713.154792785645,0.7219314575195312,15951.149172,20
361.4850044250488,15577.609777450562,1.5780925750732422,15951.149172,20
64.65578079223633,18251.003980636597,21.957874298095703,20205.621159,25
308.63380432128906,18212.511777877808,0.7328987121582031,20205.621159,25
396.09837532043457,18486.42897605896,53.75480651855469,20205.621159,25
31.082868576049805,18956.689596176147,2.4552345275878906,20205.621159,25
42.73843765258789,19117.667198181152,1.6601085662841797,20205.621159,25
320.4467296600342,19091.675519943237,1.5883445739746094,20205.621159,25
679.1350841522217,18706.162929534912,2.1109580993652344,20205.621159,25
35.83979606628418,19410.35795211792,4.472494125366211,20205.621159,25
474.4386672973633,18932.271718978882,19.582033157348633,20205.621159,25
249.41420555114746,19276.328563690186,3.9093494415283203,20205.621159,25
737.389326095581,18986.485481262207,4.089593887329102,20205.621159,25
1270.9040641784668,18454.970598220825,73.29487800598145,20205.621159,25
25.296926498413086,19868.932962417603,43.28346252441406,20205.621159,25
489.0170097351074,19475.018978118896,9.923219680786133,20205.621159,25
957.068681716919,19007.58147239685,5.573749542236328,20205.621159,25
566.601037979126,19459.23113822937,11.611700057983398,20205.621159,25
731.6234111785889,19284.61241722107,11.101245880126953,20205.621159,25
304.40783500671387,19739.404678344727,2.8901100158691406,20205.621159,25
424.82709884643555,19618.48258972168,10.612726211547852,20205.621159,25
468.82128715515137,19590.651273727417,5.228281021118164,20205.621159,25
779.9530029296875,19290.916681289673,6.858110427856445,20205.621159,25
777.5492668151855,19359.800100326538,4.992961883544922,20205.621159,25
1287.4066829681396,18802.88815498352,6.035566329956055,20205.621159,25
797.1630096435547,19380.47981262207,1.1332035064697266,20205.621159,25
1335.1070880889893,18826.12633705139,2.037525177001953,20205.621159,25
63.4760856628418,24777.662754058838,109.93599891662598,27493.490065,30
127.41327285766602,25289.716482162476,10.029792785644531,27493.490065,30
268.2058811187744,25159.725666046143,30.968189239501953,27493.490065,30
116.94502830505371,25415.170907974243,153.37443351745605,27493.490065,30
34.12508964538574,25875.560760498047,1.4195442199707031,27493.490065,30
276.63707733154297,26100.67057609558,22.499561309814453,27493.490065,30
649.2128372192383,25781.24690055847,6.180524826049805,27493.490065,30
466.92490577697754,26057.242155075073,61.42067909240723,27493.490065,30
131.9890022277832,26624.77207183838,1.2080669403076172,27493.490065,30
