processing,inference,nms,experiment_time,batch_size
12.32600212097168,82.23581314086914,1.5370845794677734,96.385234,1
8.337736129760742,71.84052467346191,1.4774799346923828,376.452616,5
10.631799697875977,63.768863677978516,0.7443428039550781,376.452616,5
8.07809829711914,63.73453140258789,0.45871734619140625,376.452616,5
8.84866714477539,63.16542625427246,1.0051727294921875,376.452616,5
7.589578628540039,64.72015380859375,1.0197162628173828,376.452616,5
8.160114288330078,68.40777397155762,1.0268688201904297,741.13765,10
9.357213973999023,63.648223876953125,0.7412433624267578,741.13765,10
7.5588226318359375,63.72857093811035,0.46324729919433594,741.13765,10
8.875370025634766,63.634634017944336,1.024484634399414,741.13765,10
7.500886917114258,64.13483619689941,1.018524169921875,741.13765,10
7.564544677734375,63.352346420288086,0.5266666412353516,741.13765,10
10.380029678344727,63.886404037475586,1.0120868682861328,741.13765,10
9.920120239257812,63.852548599243164,0.7462501525878906,741.13765,10
10.437488555908203,63.4000301361084,1.188516616821289,741.13765,10
8.493185043334961,63.886165618896484,1.0271072387695312,741.13765,10
8.25953483581543,69.6725845336914,1.1768341064453125,1106.512646,15
8.922100067138672,63.28606605529785,0.8232593536376953,1106.512646,15
7.5168609619140625,64.0878677368164,0.453948974609375,1106.512646,15
8.730649948120117,63.62462043762207,1.0056495666503906,1106.512646,15
7.275104522705078,63.83180618286133,0.980377197265625,1106.512646,15
7.53331184387207,63.72237205505371,0.4260540008544922,1106.512646,15
10.332107543945312,63.58194351196289,0.9815692901611328,1106.512646,15
9.383201599121094,63.98415565490723,0.7977485656738281,1106.512646,15
10.232686996459961,63.71355056762695,1.026153564453125,1106.512646,15
8.716106414794922,63.625335693359375,1.0097026824951172,1106.512646,15
7.581949234008789,64.1489028930664,1.0061264038085938,1106.512646,15
8.068561553955078,63.47036361694336,1.0085105895996094,1106.512646,15
7.959604263305664,63.88521194458008,1.2516975402832031,1106.512646,15
8.749723434448242,63.854217529296875,1.0230541229248047,1106.512646,15
8.701562881469727,63.428640365600586,0.45490264892578125,1106.512646,15
8.043050765991211,68.84002685546875,1.1653900146484375,1480.251076,20
